,parcel_id,tax_total,fips,num_bedroom,num_bathroom,tax_delinquency_flag,area_living_finished_total,area_lot,pct_change
473,17212061,600026,Ventura County,5,3,,2383,9664,1.620430386
474,17212084,513333,Ventura County,6,3,,2383,9400,1.620430386
475,17212207,657000,Ventura County,5,2,,2085,10800,1.620430386
476,17214819,405614,Ventura County,3,2.5,,1811,7500,1.620430386
478,17215246,278650,Ventura County,4,2,,1658,6800,1.620430386
479,17215346,374910,Ventura County,4,3,,1945,6565,1.620430386
480,17215446,375052,Ventura County,4,3,,1888,9908,1.620430386
481,17215592,287851,Ventura County,4,3,,2150,8856,1.620430386
482,17215715,548676,Ventura County,3,2,,1569,6678,1.620430386
483,17215984,395846,Ventura County,4,2.5,,1901,6489,1.620430386
485,17216414,889000,Ventura County,4,2.5,,2774,14650,1.620430386
486,17217126,642031,Ventura County,4,3,,3243,10349,1.620430386
487,17217195,971000,Ventura County,4,3,,3243,7236,1.620430386
488,17218199,310720,Ventura County,2,1,,1004,6045,1.620430386
489,17218513,325476,Ventura County,3,2,,1486,6588,1.620430386
490,17218713,279144,Ventura County,3,2,,1372,10673,1.620430386
491,17218836,545689,Ventura County,3,2,,1452,5807,1.620430386
492,17219382,645263,Ventura County,4,2.5,,2558,8691,1.620430386
493,17219789,528537,Ventura County,4,2.5,,3076,6263,1.620430386
494,17219912,553902,Ventura County,3,2,,2459,7776,1.620430386
495,17220012,268818,Ventura County,3,2,,1646,16118,1.620430386
497,17220127,616277,Ventura County,4,3,,3014,22188,1.620430386
498,17220925,405080,Ventura County,3,2.5,,1472,9052,1.620430386
499,17221025,62132,Ventura County,3,3,,1510,4293,1.620430386
500,17221130,192726,Ventura County,3,2.5,,1621,4494,1.620430386
501,17221548,449810,Ventura County,3,2,,1544,8200,1.620430386
502,17222016,339134,Ventura County,3,2.5,,1695,6039,1.620430386
503,17222139,512000,Ventura County,2,2,,1457,8767,1.620430386
504,17222339,612948,Ventura County,3,2,,2170,10297,1.620430386
505,17222931,597933,Ventura County,4,3.5,,3213,11059,1.620430386
506,17223031,437887,Ventura County,4,3,,2572,10360,1.620430386
507,17223154,553902,Ventura County,4,2.5,,2088,6692,1.620430386
508,17223766,96807,Ventura County,5,3,,2416,15176,1.620430386
509,17224018,594272,Ventura County,4,2,,2086,11240,1.620430386
510,17224041,115274,Ventura County,3,2,,1440,10400,1.620430386
511,17224233,376802,Ventura County,3,2,,1682,6942,1.620430386
512,17224507,303979,Ventura County,3,2,,1502,9845,1.620430386
513,17224653,728604,Ventura County,5,2.5,,2640,10601,1.620430386
514,17225034,659852,Ventura County,5,3,,3153,7056,1.620430386
515,17225203,839000,Ventura County,4,3.5,,3531,19584,1.620430386
516,17225649,937250,Ventura County,5,4.5,,3729,15155,1.620430386
517,17225849,571950,Ventura County,4,4.5,,3034,7268,1.620430386
518,17225949,670595,Ventura County,5,4.5,,3034,7266,1.620430386
519,17226899,491671,Ventura County,4,3,,2919,8114,1.620430386
520,17227327,194288,Ventura County,3,2,,1587,8683,1.620430386
521,17227596,245194,Ventura County,3,2.5,,2199,4174,1.620430386
522,17227719,571000,Ventura County,3,2.5,,2075,9095,1.620430386
524,17228011,411768,Ventura County,4,3,,2556,9341,1.620430386
525,17228111,367268,Ventura County,3,2,,1888,11271,1.620430386
526,17228134,243031,Ventura County,3,2,,1888,7928,1.620430386
527,17228257,429308,Ventura County,3,2.5,,1798,5200,1.620430386
528,17228794,318573,Ventura County,3,2,,1445,5151,1.620430386
529,17228894,264410,Ventura County,4,2,,1800,10345,1.620430386
530,17229744,58038,Ventura County,3,2,,1205,6552,1.620430386
531,17229821,490000,Ventura County,4,2,,1806,6500,1.620430386
532,17230113,303396,Ventura County,3,2,,1310,7500,1.620430386
533,17230459,366042,Ventura County,5,2,,2098,8280,1.620430386
534,17231091,276126,Ventura County,5,3,,2378,9120,1.620430386
535,17231252,187128,Ventura County,4,2,,2236,8470,1.620430386
536,17231275,541071,Ventura County,5,2.5,,2718,7591,1.620430386
537,17232100,354424,Ventura County,3,2,,1488,3049,1.620430386
538,17232200,288516,Ventura County,3,2,,1956,7840,1.620430386
539,17232414,418000,Ventura County,3,2,,1291,10786,1.620430386
540,17232543,65876,Ventura County,3,2,,1432,10048,1.620430386
541,17232566,255974,Ventura County,4,3,,1780,10003,1.620430386
542,17232666,413602,Ventura County,4,2.5,,2300,9024,1.620430386
543,17233350,435530,Ventura County,5,2,,2134,6500,1.620430386
544,17233711,196550,Ventura County,4,2,,1462,5634,1.620430386
545,17234049,309583,Ventura County,3,2,,1436,5000,1.620430386
546,17234072,286453,Ventura County,4,2.5,,2035,5577,1.620430386
547,17234218,354994,Ventura County,4,2.5,,2035,6086,1.620430386
548,17234387,436000,Ventura County,3,2,,1436,5300,1.620430386
549,17234954,203306,Ventura County,3,2,,1406,10151,1.620430386
550,17234977,52954,Ventura County,3,2,,1452,7267,1.620430386
551,17235123,367001,Ventura County,3,3,,1685,7245,1.620430386
552,17235292,287119,Ventura County,3,2,,1212,7040,1.620430386
553,17236875,481102,Ventura County,4,2.5,,2989,21344,1.620430386
554,17237250,548000,Ventura County,3,2,,1857,11920,1.620430386
555,17237311,212853,Ventura County,4,3,,2335,4230,1.620430386
556,17237372,404014,Ventura County,4,2,,1431,7206,1.620430386
557,17237906,251684,Ventura County,4,2,,1549,6750,1.620430386
558,17238196,401803,Ventura County,3,2,,1286,8400,1.620430386
559,17238442,217380,Ventura County,3,2,,1661,8506,1.620430386
560,17238870,67309,Ventura County,4,2,,1792,10000,1.620430386
561,17238970,508000,Ventura County,3,2.5,,1695,9400,1.620430386
562,17239093,525288,Ventura County,3,2,,2034,8330,1.620430386
563,17239216,245954,Ventura County,3,2.5,,1515,10900,1.620430386
564,17239339,225288,Ventura County,3,2,,1434,10562,1.620430386
565,17239362,311436,Ventura County,3,2,,1427,8324,1.620430386
566,17239961,543000,Ventura County,3,2,,1986,9245,1.620430386
567,17239984,109725,Ventura County,4,2,,1891,8692,1.620430386
568,17240007,322830,Ventura County,4,2,,1891,8301,1.620430386
569,17240053,180090,Ventura County,3,2,,1466,8500,1.620430386
570,17240522,581000,Ventura County,3,2,,2184,11242,1.620430386
571,17240660,691141,Ventura County,3,2.5,,1983,8230,1.620430386
572,17240783,323562,Ventura County,3,2.5,,1997,4358,1.620430386
574,17241480,261879,Ventura County,4,3,,2460,23501,1.620430386
576,17241803,471245,Ventura County,3,2,,1819,21689,1.620430386
577,17242017,61118,Ventura County,4,2.5,,1725,6952,1.620430386
578,17242572,346370,Ventura County,3,2,,1316,9845,1.620430386
579,17243979,140246,Ventura County,6,2,,1722,8000,1.620430386
580,17244125,145588,Ventura County,4,1.5,,1226,8000,1.620430386
581,17244271,98656,Ventura County,4,3.5,,3002,8000,1.620430386
582,17244463,416000,Ventura County,4,1.5,,1227,8000,1.620430386
583,17245690,149421,Ventura County,4,2,,1806,6600,1.620430386
584,17245836,329204,Ventura County,3,2,,1651,6600,1.620430386
585,17246005,367190,Ventura County,2,1,,1108,7150,1.620430386
586,17246250,416000,Ventura County,4,2,,1323,8200,1.620430386
587,17246473,447770,Ventura County,5,2.5,,1958,6400,1.620430386
588,17246665,75556,Ventura County,4,1,,1534,8000,1.620430386
589,17246834,190113,Ventura County,3,2.5,,1336,4221,1.620430386
590,17247149,301655,Ventura County,3,2.5,,2100,6908,1.620430386
591,17247318,519524,Ventura County,5,3,,3345,13051,1.620430386
592,17248505,648000,Ventura County,3,3,,2524,16481,1.620430386
593,17248628,302894,Ventura County,4,2,,1891,10625,1.620430386
594,17248728,88356,Ventura County,4,2,,2095,7000,1.620430386
595,17248828,262432,Ventura County,4,2,,1717,6500,1.620430386
596,17248951,334364,Ventura County,4,3,,2140,5522,1.620430386
597,17249638,525000,Ventura County,3,2,,1697,7070,1.620430386
598,17249707,275050,Ventura County,3,2,,1645,12523,1.620430386
599,17249807,317999,Ventura County,4,3,,2698,11068,1.620430386
600,17250387,201400,Ventura County,5,2.5,,1958,9687,1.620430386
601,17251155,70556,Ventura County,4,2.5,,2277,6600,1.620430386
602,17251178,136674,Ventura County,4,2,,1580,6500,1.620430386
603,17251738,308115,Ventura County,4,3,,1731,10658,1.620430386
604,17251999,227735,Ventura County,3,2,,1719,7000,1.620430386
605,17252045,112057,Ventura County,4,2,,1323,7590,1.620430386
606,17252191,423000,Ventura County,4,2,,1638,7533,1.620430386
607,17252360,273123,Ventura County,4,2,,1338,7820,1.620430386
608,17252483,92070,Ventura County,4,2,,1638,14200,1.620430386
609,17252652,478000,Ventura County,3,2,,1430,7000,1.620430386
610,17252775,374492,Ventura County,4,2,,1215,7020,1.620430386
611,17252798,87400,Ventura County,2,1,,720,6600,1.620430386
612,17252898,585000,Ventura County,3,2,,2003,8712,1.620430386
613,17252990,436349,Ventura County,3,2.5,,1679,8030,1.620430386
614,17253543,308784,Ventura County,3,2,,1415,14112,1.620430386
615,17253689,170917,Ventura County,4,1.5,,1713,9130,1.620430386
616,17253812,314360,Ventura County,5,2.5,,1720,8676,1.620430386
617,17254027,425210,Ventura County,4,2,,1315,6860,1.620430386
618,17254534,311415,Ventura County,4,2,,1687,8106,1.620430386
619,17254580,47851,Ventura County,3,2,,1066,6558,1.620430386
620,17254749,370252,Ventura County,3,2,,1066,6300,1.620430386
621,17254887,294126,Ventura County,5,2.5,,2498,6500,1.620430386
623,17255079,371468,Ventura County,4,2,,2015,6500,1.620430386
624,17256031,439391,Ventura County,4,2,,1765,11200,1.620430386
625,17256376,219670,Ventura County,4,2,,1776,8200,1.620430386
626,17256537,468000,Ventura County,4,2,,1787,6867,1.620430386
627,17256621,264346,Ventura County,2,1,,855,4626,1.620430386
628,17257050,49881,Ventura County,3,2,,1125,8000,1.620430386
629,17257196,313681,Ventura County,3,2,,1638,8000,1.620430386
630,17257242,233804,Ventura County,3,2,,1201,11450,1.620430386
631,17258286,258116,Ventura County,3,1,,600,4299,1.620430386
632,17258324,152090,Ventura County,3,2.5,,1204,6466,1.620430386
633,17258586,304791,Ventura County,2,2.5,,2496,13071,1.620430386
634,17260047,369962,Ventura County,3,2,,1389,10241,1.620430386
635,17260270,451900,Ventura County,5,2.5,,2232,6500,1.620430386
637,17261979,471000,Ventura County,4,2,,1835,8910,1.620430386
638,17262002,50903,Ventura County,2,1,,1042,6500,1.620430386
639,17262171,273968,Ventura County,4,2,,1719,6600,1.620430386
640,17262194,388326,Ventura County,3,2,,1430,6500,1.620430386
641,17262340,98738,Ventura County,3,2,,1350,5375,1.620430386
642,17263062,464000,Ventura County,4,2,,1569,5039,1.620430386
643,17263629,273598,Ventura County,5,2,,1943,7392,1.620430386
644,17263974,303530,Ventura County,3,2.5,,1760,4798,1.620430386
645,17264097,504890,Ventura County,3,2.5,,1659,4175,1.620430386
647,17264429,490360,Ventura County,3,2,,1583,7000,1.620430386
648,17264529,413725,Ventura County,4,2,,1775,9328,1.620430386
649,17264713,352287,Ventura County,4,2.5,,1964,9492,1.620430386
650,17264759,491822,Ventura County,4,2,,1830,15165,1.620430386
651,17265764,549886,Ventura County,3,3,,2250,7231,1.620430386
652,17266126,88863,Ventura County,5,3,,2432,12805,1.620430386
653,17266249,127336,Ventura County,3,1.5,,1068,7737,1.620430386
654,17266272,122391,Ventura County,4,2.5,,1844,8950,1.620430386
655,17266595,320801,Ventura County,4,2,,1836,8834,1.620430386
656,17266695,479390,Ventura County,3,2,,1527,9889,1.620430386
657,17266987,233976,Ventura County,4,2.5,,2342,13352,1.620430386
658,17267133,486206,Ventura County,4,2.5,,2494,7210,1.620430386
659,17267578,377244,Ventura County,4,2,,2164,8326,1.620430386
660,17267601,291338,Ventura County,3,2,,1933,12005,1.620430386
661,17267747,552186,Ventura County,3,2,,1124,8898,1.620430386
662,17267839,1225000,Ventura County,4,3.5,,3706,22150,1.620430386
663,17268046,933000,Ventura County,4,3.5,,3027,14900,1.620430386
664,17268069,694991,Ventura County,4,3,,2270,13000,1.620430386
666,17268338,430944,Ventura County,4,2.5,,2201,21234,1.620430386
667,17268484,602681,Ventura County,4,2.5,,2819,19550,1.620430386
668,17268607,683000,Ventura County,4,2.5,,2121,9015,1.620430386
669,17268819,1389000,Ventura County,5,4,,3561,8011,1.620430386
670,17268949,642586,Ventura County,3,2.5,,1693,7500,1.620430386
671,17269218,375710,Ventura County,3,2,,1228,8590,1.620430386
672,17269456,85720,Ventura County,4,3,,1884,7168,1.620430386
673,17269648,155156,Ventura County,4,2,,1462,7152,1.620430386
674,17270374,353580,Ventura County,4,2.5,,2363,9350,1.620430386
675,17270643,209525,Ventura County,3,2,,1126,8438,1.620430386
676,17270804,329793,Ventura County,4,2,,1919,15130,1.620430386
677,17271096,501648,Ventura County,3,2,,1814,9905,1.620430386
678,17271288,334626,Ventura County,4,3,,2254,19438,1.620430386
679,17272847,347046,Ventura County,3,2,,1308,7900,1.620430386
680,17272970,58780,Ventura County,3,2,,1308,8452,1.620430386
681,17273285,463000,Ventura County,3,2,,1441,12700,1.620430386
682,17273331,269841,Ventura County,3,2,,1441,8950,1.620430386
683,17273454,66732,Ventura County,3,2,,1500,7620,1.620430386
684,17273477,448790,Ventura County,4,2,,1777,7370,1.620430386
685,17273546,374887,Ventura County,3,2,,1422,8152,1.620430386
686,17273692,492835,Ventura County,4,2,,1630,8764,1.620430386
687,17274552,356000,Ventura County,2,1,,864,3494,1.620430386
689,17276159,378000,Ventura County,2,2,,1364,8334,1.620430386
690,17278449,307555,Ventura County,3,2,,1770,25398,1.620430386
691,17278672,487000,Ventura County,3,2,,1232,10000,1.620430386
692,17278772,429598,Ventura County,3,2,,1268,10495,1.620430386
693,17279041,436486,Ventura County,4,3,,3052,10107,1.620430386
694,17279264,381373,Ventura County,4,3,,2302,15334,1.620430386
695,17279633,213179,Ventura County,4,3,,2302,4486,1.620430386
696,17279955,64522,Ventura County,4,2,,1534,10000,1.620430386
697,17280385,333373,Ventura County,4,2,,1928,10440,1.620430386
698,17280723,538330,Ventura County,3,3,,2287,11780,1.620430386
700,17281628,380438,Ventura County,4,2,,1879,13600,1.620430386
701,17281774,989380,Ventura County,4,3,,1656,24200,1.620430386
702,17281988,264102,Ventura County,4,2.5,,2033,11900,1.620430386
703,17282226,52937,Ventura County,3,1.5,,1016,12953,1.620430386
704,17282349,57012,Ventura County,4,2,,1245,13442,1.620430386
705,17282479,107577,Ventura County,4,2.5,,1934,10332,1.620430386
706,17282901,875000,Ventura County,4,3,,3204,23357,1.620430386
707,17283162,706979,Ventura County,5,3,,2524,20002,1.620430386
708,17283676,268060,Ventura County,3,2,,2185,17876,1.620430386
710,17284526,601325,Ventura County,3,2.5,,2434,7400,1.620430386
711,17284572,355729,Ventura County,3,2.5,,2434,7000,1.620430386
713,17285909,213244,Ventura County,4,2,,1872,16066,1.620430386
714,17286009,548401,Ventura County,4,3,,2154,7059,1.620430386
715,17286155,491661,Ventura County,3,3,,2154,8346,1.620430386
716,17286616,473953,Ventura County,3,3.5,,2991,7644,1.620430386
717,17287017,546567,Ventura County,4,3,,2953,21962,1.620430386
718,17287117,328905,Ventura County,4,3,,1983,20495,1.620430386
719,17287332,1144826,Ventura County,4,3.5,,3457,12863,1.620430386
720,17287885,626855,Ventura County,5,4,,3406,7134,1.620430386
725,17289981,939171,Ventura County,5,3,,3330,12044,1.620430386
726,17290778,1165258,Ventura County,4,3.5,,3917,21078,1.620430386
728,17291231,926000,Ventura County,3,2,,2297,6450,1.620430386
731,17293031,129467,Ventura County,4,3,,2300,6610,1.620430386
732,17293254,559098,Ventura County,4,2,,1750,8553,1.620430386
733,17293400,370847,Ventura County,3,2,,1724,6000,1.620430386
734,17294107,488315,Ventura County,3,2.5,,1948,8000,1.620430386
735,17294276,766000,Ventura County,3,2,,1936,15643,1.620430386
736,17294491,187134,Ventura County,5,3,,2808,9335,1.620430386
737,17294737,435414,Ventura County,4,2,,2040,8940,1.620430386
738,17294983,887288,Ventura County,4,3,,2648,11402,1.620430386
739,17295157,1019142,Ventura County,2,3,,3537,5175,1.620430386
742,17296611,514350,Ventura County,4,2,,1607,7204,1.620430386
743,17296734,662986,Ventura County,5,3,,1996,7499,1.620430386
744,17296880,629000,Ventura County,3,2,,1594,8163,1.620430386
745,17296980,490223,Ventura County,4,2,,1833,7577,1.620430386
746,17297395,223656,Ventura County,3,2.5,,1462,2050,1.620430386
747,17297502,331363,Ventura County,4,3,,2212,7392,1.620430386
748,17297648,499420,Ventura County,3,2.5,,1785,3057,1.620430386
749,17298055,813574,Ventura County,4,3,,2698,5538,1.620430386
750,17298155,814562,Ventura County,4,3.5,,2475,4974,1.620430386
751,17298255,826183,Ventura County,4,3.5,,2475,5355,1.620430386
752,17298278,526566,Ventura County,3,2.5,,2466,8615,1.620430386
753,17298562,522337,Ventura County,3,2.5,,1366,3816,1.620430386
754,17298700,297362,Ventura County,3,2.5,,1623,5643,1.620430386
755,17299123,289473,Ventura County,3,2.5,,2092,8221,1.620430386
757,10717217,384180,Los Angeles County,3,2,,1766,9085,2.815725304
759,10718101,233658,Los Angeles County,5,3,,2401,11009,2.815725304
760,10718224,529674,Los Angeles County,4,3,,2397,12910,2.815725304
761,10718347,525927,Los Angeles County,4,3,,2574,10095,2.815725304
762,10718693,342393,Los Angeles County,4,3,,2225,11119,2.815725304
763,10718793,426746,Los Angeles County,4,3,,2661,9787,2.815725304
764,10719384,429343,Los Angeles County,4,3,,1830,8280,2.815725304
765,10719753,365679,Los Angeles County,3,2,,1358,7551,2.815725304
766,10719853,434978,Los Angeles County,3,2,,1358,7560,2.815725304
767,10720076,237802,Los Angeles County,4,2,,2023,7899,2.815725304
768,10720176,399749,Los Angeles County,4,2,,1409,8018,2.815725304
769,10720482,455000,Los Angeles County,5,3,,1675,6749,2.815725304
770,10720582,399749,Los Angeles County,3,2,,1358,7407,2.815725304
771,10721815,380561,Los Angeles County,3,2,,1570,7643,2.815725304
772,10721915,361395,Los Angeles County,3,2,,1570,7410,2.815725304
773,10722015,470000,Los Angeles County,3,2,,1704,7511,2.815725304
774,10722634,426274,Los Angeles County,3,2,,2164,7749,2.815725304
775,10722980,316967,Los Angeles County,3,2,,1602,7643,2.815725304
776,10723318,114460,Los Angeles County,4,3,,2274,10907,2.815725304
